"time","xS","xI","xV","xR","xC","xF","xJ","R_t","date"
788,69671.8351825353,516.422123195951,25344.4657437706,4467.27695049727,0.646146060401025,22011.7957540699,23.0998271598342,0.928389651874143,2022-02-27
789,69664.8762224351,512.687610427678,25341.1642270121,4481.27194012417,0.643463824077336,22059.5374498454,23.1553780398148,0.926505155729956,2022-02-28
790,69658.4661526302,508.883189885552,25337.8757890594,4494.77486842391,0.640710681633514,22106.8321437632,23.2105492556638,0.924582375290533,2022-03-01
791,69652.6066879933,505.008852546472,25334.601583615,4507.7828758443,0.637885312529003,22153.6728327552,23.2653337445088,0.922619835772333,2022-03-02
792,69647.2995131722,501.064599598387,25331.3427609533,4520.29312627537,0.634986363183147,22200.0525235626,23.3197244417388,0.920616009358245,2022-03-03
793,69642.5462805593,497.050443676974,25328.1004678311,4532.30280793178,0.632012447123662,22245.9642350548,23.3737142820532,0.918569312801788,2022-03-04
794,69638.3486080785,492.966410175038,25324.8758473909,4543.8091343547,0.628962145220954,22291.4010007497,23.4272962006386,0.916478104952561,2022-03-05
795,69634.7080767744,488.812538629439,25321.6700390557,4554.80934553957,0.625834006018983,22336.3558715446,23.4804631344812,0.914340684201441,2022-03-06
796,69631.6262281959,484.588884190572,25318.4841784162,4565.30070919651,0.622626546174272,22380.8219186745,23.5332080238212,0.91215528584447,2022-03-07
797,69629.10456156,480.295519179594,25315.3193971085,4575.28052215105,0.619338251015699,22424.7922369074,23.5855238137603,0.909920079364903,2022-03-08
798,69627.144530685,475.932534738774,25312.1768226826,4584.74611189273,0.61596757523873,22468.2599479949,23.6374034560289,1.02108731133763,2022-03-09
799,69620.4706351567,476.618185320921,25308.9565204032,4593.95465911829,0.616498383735676,22516.5970098285,23.6865149978643,1.00790388599776,2022-03-10
800,69614.4198526185,476.704263528464,25305.7515191976,4603.12436465456,0.616564971206892,22564.3726421092,23.7356649626585,0.995888633169102,2022-03-11
801,69608.9958979317,476.242550671716,25302.5630860059,4612.19846538968,0.616207669788857,22611.5812815454,23.7847955846764,0.984898332317478,2022-03-12
802,69604.2016182139,475.280301567093,25299.3924790231,4621.12560119493,0.615461959829927,22658.2177832733,23.8338540789732,0.974806621422018,2022-03-13
803,69600.0392706063,473.860450427963,25296.2409508591,4629.8593281057,0.614358994597041,22704.2771906536,23.8827922009392,0.965502028805002,2022-03-14
804,69596.5106822206,472.021906375615,25293.1097497244,4638.3576616784,0.612926110977365,22749.754613201,23.9315658248154,0.956886119409742,2022-03-15
805,69593.6173671726,469.799858488495,25290.0001201783,4646.58265415961,0.611187280764708,22794.6451441948,23.9801345528202,0.948871867368024,2022-03-16
806,69591.3606108467,467.226080019482,25286.9133035446,4654.50000558815,0.60916350839598,22838.943808004,24.0284613552348,0.941382230378455,2022-03-17
807,69589.7415292472,464.329224593973,25283.8505380746,4662.07870808321,0.606873180935237,22882.645529475,24.0765122409322,0.934348902577475,2022-03-18
808,69588.7611094868,461.135109604349,25280.8130589204,4669.29072198734,0.60433237579714,22925.7451195376,24.1242559572452,0.927711224364782,2022-03-19
809,69588.4202360625,457.666983809989,25277.8020979645,4676.11068216198,0.601555131273353,22968.2372725971,24.1716637176918,0.921415229690853,2022-03-20
810,69588.7197064652,453.94577747369,25274.8188835413,4682.51563251871,0.598553684447395,23010.1165723673,24.2187089558513,0.915412813409882,2022-03-21
811,69589.6602388266,449.990334324579,25271.8646400781,4688.48478676954,0.595338680599874,23051.3775036492,24.2653671035702,0.90966100332211,2022-03-22
812,69591.2424736426,445.817625320267,25268.9405876739,4693.99931336203,0.591919357742658,23092.0144682002,24.3116153916506,0.904121323407961,2022-03-23
813,69593.467034681,441.4429265412,25266.0479448812,4699.04209389559,0.588303691438897,23132.0217405185,24.3574326261312,0.898759276679167,2022-03-24
814,69596.3342681214,436.880072521739,25263.1879153074,4703.59774404847,0.58449861246792,23171.3937396436,24.4027992070449,0.89354369240617,2022-03-25
815,69599.8446176742,432.141504786201,25260.3617062583,4707.65217128017,0.580510021762673,23210.1246732149,24.4476967208924,0.888446550769463,2022-03-26
816,69603.9983582243,427.238498297746,25257.5705154992,4711.19262797761,0.576342980619808,23248.208811229,24.4921079884467,0.883442434666445,2022-03-27
817,69608.7956486413,422.181275483343,25254.8155338131,4714.20754206118,0.572001792217619,23285.6404453727,24.5360169089604,0.878508244220029,2022-03-28
818,69614.2365193376,416.979127738461,25252.0979443945,4716.68640852849,0.567490092101054,23322.4139114112,24.5794083603771,0.873622906950413,2022-03-29
819,69620.3208590165,411.640525344769,25249.4189222224,4718.61969341535,0.562810929465826,23358.5236115565,24.6222681111896,0.868767122873793,2022-03-30
820,69627.0484007533,406.173216864634,25246.7796334111,4719.99874897008,0.557966840517056,23393.9640367732,24.6645827428326,0.863923140173781,2022-03-31
821,69634.4187074935,400.58431901783,25244.1812345374,4720.8157389503,0.552959915023551,23428.7297890266,24.7063395816008,0.859074557677082,2022-04-01
